Strain	sys_id	type	subtype	activity	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
PF_KPN09	NODE_edge_4+_length_253674_cov_19_Mok_Hok_Sok_16	Mok_Hok_Sok	Mok_Hok_Sok	Defense	NODE_edge_4+_length_253674_cov_19_201	NODE_edge_4+_length_253674_cov_19_201	NODE_edge_4+_length_253674_cov_19_201	1	Mok_Hok_Sok__Hok
PF_KPN09	NODE_edge_4+_length_253674_cov_19_acrie9_28	Anti_CRISPR	acrie9	Antidefense	NODE_edge_4+_length_253674_cov_19_203	NODE_edge_4+_length_253674_cov_19_203	NODE_edge_4+_length_253674_cov_19_203	1	acrie9
PF_KPN09	NODE_edge_4+_length_253674_cov_19_RM_Type_I_24	RM	RM_Type_I	Defense	NODE_edge_4+_length_253674_cov_19_255	NODE_edge_4+_length_253674_cov_19_259	NODE_edge_4+_length_253674_cov_19_255,NODE_edge_4+_length_253674_cov_19_256,NODE_edge_4+_length_253674_cov_19_259	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KPN09	NODE_edge_4+_length_253674_cov_19_TgvAB_17	TgvAB	TgvAB	Defense	NODE_edge_4+_length_253674_cov_19_263	NODE_edge_4+_length_253674_cov_19_264	NODE_edge_4+_length_253674_cov_19_263,NODE_edge_4+_length_253674_cov_19_264	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN09	NODE_edge_4+_length_253674_cov_19_MazEF_15	MazEF	MazEF	Defense	NODE_edge_4+_length_253674_cov_19_272	NODE_edge_4+_length_253674_cov_19_273	NODE_edge_4+_length_253674_cov_19_272,NODE_edge_4+_length_253674_cov_19_273	2	MazEF__MazE,MazEF__MazF
PF_KPN10	contig_1_circular_acb2_20	Anti_CBASS	acb2	Antidefense	contig_1_circular_151	contig_1_circular_151	contig_1_circular_151	1	acb2
PF_KPN10	contig_1_circular_AbiH_2	AbiH	AbiH	Defense	contig_1_circular_1738	contig_1_circular_1738	contig_1_circular_1738	1	AbiH__AbiH
PF_KPN10	contig_1_circular_DS-8_3	DS-8	DS-8	Defense	contig_1_circular_2190	contig_1_circular_2190	contig_1_circular_2190	1	DS-8__DS-8
PF_KPN10	contig_1_circular_apyc1_21	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3204	contig_1_circular_3204	contig_1_circular_3204	1	apyc1
PF_KPN10	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3232	contig_1_circular_3233	contig_1_circular_3232,contig_1_circular_3233	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN10	contig_1_circular_Dpd_4	Dpd	Dpd	Defense	contig_1_circular_3446	contig_1_circular_3458	contig_1_circular_3446,contig_1_circular_3448,contig_1_circular_3449,contig_1_circular_3450,contig_1_circular_3451,contig_1_circular_3452,contig_1_circular_3453,contig_1_circular_3454,contig_1_circular_3455,contig_1_circular_3456,contig_1_circular_3457,contig_1_circular_3458	12	Dpd__DpdA,Dpd__DpdB,Dpd__DpdC,Dpd__DpdD,Dpd__DpdE,Dpd__DpdF,Dpd__DpdG,Dpd__DpdH,Dpd__DpdI,Dpd__DpdJ,Dpd__DpdK,Dpd__QueD
PF_KPN10	contig_2_RM_Type_IIG_15	RM	RM_Type_IIG	Defense	contig_2_78	contig_2_78	contig_2_78	1	RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed
PF_KPN10	contig_2_Mok_Hok_Sok_6	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_2_111	contig_2_111	contig_2_111	1	Mok_Hok_Sok__Hok
PF_KPN10	contig_2_Eleos_5	Eleos	Eleos	Defense	contig_2_142	contig_2_143	contig_2_142,contig_2_143	2	Eleos__LeoA,Eleos__LeoBC
PF_KPN10	contig_2_Mokosh_Type_I_A_8	Mokosh	Mokosh_Type_I_A	Defense	contig_2_160	contig_2_161	contig_2_160,contig_2_161	2	Mokosh_type_I__MkoA_A,Mokosh_type_I__MkoB_A
PF_KPN10	contig_3_RM_Type_II_14	RM	RM_Type_II	Defense	contig_3_24	contig_3_25	contig_3_24,contig_3_25	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN10	contig_3_RM_Type_I_13	RM	RM_Type_I	Defense	contig_3_65	contig_3_67	contig_3_65,contig_3_66,contig_3_67	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN10	contig_3_PD-T4-5_11	PD-T4-5	PD-T4-5	Defense	contig_3_104	contig_3_104	contig_3_104	1	PD-T4-5__PD-T4-5
PF_KPN10	contig_3_DS-24_9	DS-24	DS-24	Defense	contig_3_117	contig_3_117	contig_3_117	1	DS-24__DS-24
PF_KPN10	contig_3_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	contig_3_130	contig_3_130	contig_3_130	1	ardb
PF_KPN10	contig_3_arda_ardu_17	Anti_RM	arda_ardu	Antidefense	contig_3_131	contig_3_131	contig_3_131	1	arda
PF_KPN10	contig_3_psiab_19	Other	psiab	Antidefense	contig_3_142	contig_3_143	contig_3_142,contig_3_143	2	psia,psib
PF_KPN10	contig_3_Mok_Hok_Sok_10	Mok_Hok_Sok	Mok_Hok_Sok	Defense	contig_3_147	contig_3_147	contig_3_147	1	Mok_Hok_Sok__Hok
PF_KPN10	contig_3_acrie9_16	Anti_CRISPR	acrie9	Antidefense	contig_3_148	contig_3_148	contig_3_148	1	acrie9
PF_KPN11	1_Retron_II_7	Retron	Retron_II	Defense	1_369	1_370	1_369,1_370	2	Retron_II__NDT,Retron__RT_Tot_4
PF_KPN11	1_acb2_15	Anti_CBASS	acb2	Antidefense	1_1938	1_1938	1_1938	1	acb2
PF_KPN11	1_PD-T4-3_6	PD-T4-3	PD-T4-3	Defense	1_2188	1_2188	1_2188	1	PD-T4-3__PD-T4-3
PF_KPN11	1_Gabija_3	Gabija	Gabija	Defense	1_2444	1_2445	1_2444,1_2445	2	Gabija__GajA,Gabija__GajB_2
PF_KPN11	1_Gao_Tmn_4	Gao_Tmn	Gao_Tmn	Defense	1_2682	1_2682	1_2682	1	Gao_Tmn__TmnA
PF_KPN11	1_DS-19_2	DS-19	DS-19	Defense	1_2688	1_2688	1_2688	1	DS-19__DS-19
PF_KPN11	1_apyc1_16	Anti_Pycsar	apyc1	Antidefense	1_3996	1_3996	1_3996	1	apyc1
PF_KPN11	1_AbiE_1	AbiE	AbiE	Defense	1_4024	1_4025	1_4024,1_4025	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN11	1_RM_Type_I_13	RM	RM_Type_I	Defense	1_4230	1_4236	1_4230,1_4234,1_4235,1_4236	4	RM__Type_I_MTases_FAM_0,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KPN11	1_Shango_10	Shango	Shango	Defense	1_4246	1_4248	1_4246,1_4247,1_4248	3	Shango__SngA,Shango__SngB,Shango__SngC
PF_KPN11	1_Hypnos_5	Hypnos	Hypnos	Defense	1_4249	1_4249	1_4249	1	Hypnos__HyoA
PF_KPN11	1_SDIC4_9	SDIC4	SDIC4	Defense	1_4255	1_4256	1_4255,1_4256	2	SDIC4__SDIC4A,SDIC4__SDIC4B
PF_KPN11	1_ardb_klca_acric11_17	Anti_RM	ardb_klca_acric11	Antidefense	1_4258	1_4258	1_4258	1	klca
PF_KPN11	1_Rst_TIR-NLR_8	Rst_TIR-NLR	Rst_TIR-NLR	Defense	1_4697	1_4697	1_4697	1	Rst_TIR-NLR__TIR
PF_KPN11	2_RM_Type_II_14	RM	RM_Type_II	Defense	2_149	2_150	2_149,2_150	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN11	2_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	2_241	2_241	2_241	1	ardb
PF_KPN11	2_TgvAB_11	TgvAB	TgvAB	Defense	2_247	2_248	2_247,2_248	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN12	1_DS-19_2	DS-19	DS-19	Defense	1_997	1_997	1_997	1	DS-19__DS-19
PF_KPN12	1_Gao_Tmn_5	Gao_Tmn	Gao_Tmn	Defense	1_1003	1_1003	1_1003	1	Gao_Tmn__TmnA
PF_KPN12	1_Gabija_4	Gabija	Gabija	Defense	1_1239	1_1240	1_1239,1_1240	2	Gabija__GajA,Gabija__GajB_2
PF_KPN12	1_PD-T4-3_7	PD-T4-3	PD-T4-3	Defense	1_1495	1_1495	1_1495	1	PD-T4-3__PD-T4-3
PF_KPN12	1_TIR-IV_12	TIR-IV	TIR-IV	Defense	1_1647	1_1649	1_1647,1_1648,1_1649	3	TIR-IV__TIR-IV_A,TIR-IV__TIR-IV_B,TIR-IV__TIR-IV_B
PF_KPN12	1_DS-4_3	DS-4	DS-4	Defense	1_1654	1_1658	1_1654,1_1655,1_1656,1_1657,1_1658	5	DS-4__DS-4A,DS-4__DS-4B,DS-4__DS-4C,DS-4__DS-4D,DS-4__DS-4E
PF_KPN12	1_ardc_19	Anti_RM	ardc	Antidefense	1_1659	1_1659	1_1659	1	ardc
PF_KPN12	1_Retron_II_8	Retron	Retron_II	Defense	1_3245	1_3246	1_3245,1_3246	2	Retron_II__NDT,Retron__RT_Tot_4
PF_KPN12	1_Rst_TIR-NLR_9	Rst_TIR-NLR	Rst_TIR-NLR	Defense	1_3886	1_3886	1_3886	1	Rst_TIR-NLR__TIR
PF_KPN12	1_RM_Type_I_15	RM	RM_Type_I	Defense	1_4484	1_4487	1_4484,1_4485,1_4486,1_4487	4	RM__Type_I_MTases_FAM_0,RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KPN12	1_Shango_11	Shango	Shango	Defense	1_4497	1_4499	1_4497,1_4498,1_4499	3	Shango__SngA,Shango__SngB,Shango__SngC
PF_KPN12	1_Hypnos_6	Hypnos	Hypnos	Defense	1_4500	1_4500	1_4500	1	Hypnos__HyoA
PF_KPN12	1_SDIC4_10	SDIC4	SDIC4	Defense	1_4506	1_4507	1_4506,1_4507	2	SDIC4__SDIC4A,SDIC4__SDIC4B
PF_KPN12	1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	1_4509	1_4509	1_4509	1	klca
PF_KPN12	1_AbiE_1	AbiE	AbiE	Defense	1_4555	1_4556	1_4555,1_4556	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN12	1_apyc1_17	Anti_Pycsar	apyc1	Antidefense	1_4584	1_4584	1_4584	1	apyc1
PF_KPN12	2_RM_Type_II_16	RM	RM_Type_II	Defense	2_146	2_147	2_146,2_147	2	RM_Type_II__Type_II_MTases_FAM_2,RM_Type_II__Type_II_REase27
PF_KPN12	2_ardb_klca_acric11_20	Anti_RM	ardb_klca_acric11	Antidefense	2_242	2_242	2_242	1	ardb
PF_KPN12	2_TgvAB_13	TgvAB	TgvAB	Defense	2_248	2_249	2_248,2_249	2	TgvAB__TgvA,TgvAB__TgvB
PF_KPN13	contig_1_circular_DS-16_4	DS-16	DS-16	Defense	contig_1_circular_13	contig_1_circular_14	contig_1_circular_13,contig_1_circular_14	2	DS-16__DS-16A,DS-16__DS-16B
PF_KPN13	contig_1_circular_PD-T7-1_11	PD-T7-1	PD-T7-1	Defense	contig_1_circular_34	contig_1_circular_34	contig_1_circular_34	1	PD-T7-1__PD-T7-1
PF_KPN13	contig_1_circular_PD-T4-5_10	PD-T4-5	PD-T4-5	Defense	contig_1_circular_871	contig_1_circular_871	contig_1_circular_871	1	PD-T4-5__PD-T4-5
PF_KPN13	contig_1_circular_CAS_Class1-Subtype-I-E_21	Cas	CAS_Class1-Subtype-I-E	Defense	contig_1_circular_932	contig_1_circular_939	contig_1_circular_932,contig_1_circular_933,contig_1_circular_934,contig_1_circular_935,contig_1_circular_936,contig_1_circular_937,contig_1_circular_938,contig_1_circular_939	8	cas1_I-E_1,cas2_I-E_2,cas3_I_2,cas5_I-E_13,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_2,cse2gr11_I-E_2
PF_KPN13	contig_1_circular_ardc_27	Anti_RM	ardc	Antidefense	contig_1_circular_1372	contig_1_circular_1372	contig_1_circular_1372	1	ardc
PF_KPN13	contig_1_circular_RM_Type_I_18	RM	RM_Type_I	Defense	contig_1_circular_1376	contig_1_circular_1377	contig_1_circular_1376,contig_1_circular_1377	2	RM__Type_I_MTases_FAM_1,RM__Type_I_S_03
PF_KPN13	contig_1_circular_Lamassu-Cap4_nuclease_9	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	contig_1_circular_1546	contig_1_circular_1548	contig_1_circular_1546,contig_1_circular_1548	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
PF_KPN13	contig_1_circular_acb2_24	Anti_CBASS	acb2	Antidefense	contig_1_circular_1955	contig_1_circular_1955	contig_1_circular_1955	1	acb2
PF_KPN13	contig_1_circular_UG4_13	All_UG	UG4	Defense	contig_1_circular_2397	contig_1_circular_2397	contig_1_circular_2397	1	UG4__UG4
PF_KPN13	contig_1_circular_Gabija_6	Gabija	Gabija	Defense	contig_1_circular_2488	contig_1_circular_2489	contig_1_circular_2488,contig_1_circular_2489	2	Gabija__GajA,Gabija__GajB_1
PF_KPN13	contig_1_circular_RM_Type_I_19	RM	RM_Type_I	Defense	contig_1_circular_2491	contig_1_circular_2493	contig_1_circular_2491,contig_1_circular_2492,contig_1_circular_2493	3	RM__Type_I_MTases_FAM_0,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_51
PF_KPN13	contig_1_circular_apyc1_25	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_3438	contig_1_circular_3438	contig_1_circular_3438	1	apyc1
PF_KPN13	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_3466	contig_1_circular_3467	contig_1_circular_3466,contig_1_circular_3467	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN13	contig_1_circular_DS-17_5	DS-17	DS-17	Defense	contig_1_circular_3661	contig_1_circular_3661	contig_1_circular_3661	1	DS-17__DS-17
PF_KPN13	contig_1_circular_BREX_I_3	BREX	BREX_I	Defense	contig_1_circular_3662	contig_1_circular_3667	contig_1_circular_3662,contig_1_circular_3663,contig_1_circular_3664,contig_1_circular_3665,contig_1_circular_3666,contig_1_circular_3667	6	BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__brxL,BREX__pglX1,BREX__pglZA
PF_KPN13	contig_1_circular_ardb_klca_acric11_26	Anti_RM	ardb_klca_acric11	Antidefense	contig_1_circular_3683	contig_1_circular_3683	contig_1_circular_3683	1	klca
PF_KPN13	contig_1_circular_RM_Type_IV_20	RM	RM_Type_IV	Defense	contig_1_circular_3705	contig_1_circular_3705	contig_1_circular_3705	1	RM_Type_IV__Type_IV_05
PF_KPN13	contig_1_circular_Zorya_TypeI_14	Zorya	Zorya_TypeI	Defense	contig_1_circular_4102	contig_1_circular_4105	contig_1_circular_4102,contig_1_circular_4103,contig_1_circular_4104,contig_1_circular_4105	4	Zorya_TypeI__ZorC,Zorya_TypeI__ZorD,Zorya__ZorA,Zorya__ZorB
PF_KPN13	contig_1_circular_RosmerTA_12	RosmerTA	RosmerTA	Defense	contig_1_circular_4118	contig_1_circular_4119	contig_1_circular_4118,contig_1_circular_4119	2	RosmerTA__RmrA_2585209417,RosmerTA__RmrT_2585209417
PF_KPN13	contig_1_circular_Hachiman_7	Hachiman	Hachiman	Defense	contig_1_circular_4124	contig_1_circular_4125	contig_1_circular_4124,contig_1_circular_4125	2	Hachiman__HamA_1,Hachiman__HamB
PF_KPN13	contig_2_MazEF_15	MazEF	MazEF	Defense	contig_2_55	contig_2_56	contig_2_55,contig_2_56	2	MazEF__MazE,MazEF__MazF
PF_KPN14	contig_1_circular_Gabija_2	Gabija	Gabija	Defense	contig_1_circular_13	contig_1_circular_14	contig_1_circular_13,contig_1_circular_14	2	Gabija__GajA,Gabija__GajB_1
PF_KPN14	contig_1_circular_AbiE_1	AbiE	AbiE	Defense	contig_1_circular_2655	contig_1_circular_2656	contig_1_circular_2655,contig_1_circular_2656	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN14	contig_1_circular_apyc1_13	Anti_Pycsar	apyc1	Antidefense	contig_1_circular_2686	contig_1_circular_2686	contig_1_circular_2686	1	apyc1
PF_KPN14	contig_1_circular_RM_Type_IV_7	RM	RM_Type_IV	Defense	contig_1_circular_3561	contig_1_circular_3561	contig_1_circular_3561	1	RM_Type_IV__Type_IV_05
PF_KPN14	contig_3_AbiH_3	AbiH	AbiH	Defense	contig_3_23	contig_3_23	contig_3_23	1	AbiH__AbiH
PF_KPN14	contig_3_JukAB_4	JukAB	JukAB	Defense	contig_3_92	contig_3_93	contig_3_92,contig_3_93	2	JukAB__JukA,JukAB__JukB
PF_KPN14	contig_3_PD-Lambda-1_5	PD-Lambda-1	PD-Lambda-1	Defense	contig_3_113	contig_3_113	contig_3_113	1	PD-Lambda-1__PD-Lambda-1
PF_KPN14	contig_4_RM_Type_I_9	RM	RM_Type_I	Defense	contig_4_5	contig_4_7	contig_4_5,contig_4_6,contig_4_7	3	RM__Type_I_MTases_FAM_3,RM__Type_I_REases_FAM_1.einsi_trimmed,RM__Type_I_S_52
PF_KPN14	contig_4_Gabija_6	Gabija	Gabija	Defense	contig_4_49	contig_4_50	contig_4_49,contig_4_50	2	Gabija__GajA,Gabija__GajB_2
PF_KPN14	contig_4_psiab_12	Other	psiab	Antidefense	contig_4_69	contig_4_70	contig_4_69,contig_4_70	2	psia,psib
PF_KPN14	contig_4_arda_ardu_10	Anti_RM	arda_ardu	Antidefense	contig_4_77	contig_4_77	contig_4_77	1	arda
PF_KPN14	contig_4_ardb_klca_acric11_11	Anti_RM	ardb_klca_acric11	Antidefense	contig_4_78	contig_4_78	contig_4_78	1	ardb
PF_KPN15	NODE_1+_length_5376193_cov_1_DS-24_5	DS-24	DS-24	Defense	NODE_1+_length_5376193_cov_1_727	NODE_1+_length_5376193_cov_1_727	NODE_1+_length_5376193_cov_1_727	1	DS-24__DS-24
PF_KPN15	NODE_1+_length_5376193_cov_1_PD-T7-1_9	PD-T7-1	PD-T7-1	Defense	NODE_1+_length_5376193_cov_1_755	NODE_1+_length_5376193_cov_1_755	NODE_1+_length_5376193_cov_1_755	1	PD-T7-1__PD-T7-1
PF_KPN15	NODE_1+_length_5376193_cov_1_GAPS1_7	GAPS1	GAPS1	Defense	NODE_1+_length_5376193_cov_1_759	NODE_1+_length_5376193_cov_1_759	NODE_1+_length_5376193_cov_1_759	1	GAPS1__GAPS1
PF_KPN15	NODE_1+_length_5376193_cov_1_ardb_klca_acric11_18	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_5376193_cov_1_775	NODE_1+_length_5376193_cov_1_775	NODE_1+_length_5376193_cov_1_775	1	klca
PF_KPN15	NODE_1+_length_5376193_cov_1_ardc_19	Anti_RM	ardc	Antidefense	NODE_1+_length_5376193_cov_1_778	NODE_1+_length_5376193_cov_1_778	NODE_1+_length_5376193_cov_1_778	1	ardc
PF_KPN15	NODE_1+_length_5376193_cov_1_CBASS_I_4	CBASS	CBASS_I	Defense	NODE_1+_length_5376193_cov_1_1508	NODE_1+_length_5376193_cov_1_1509	NODE_1+_length_5376193_cov_1_1508,NODE_1+_length_5376193_cov_1_1509	2	CBASS__2TM_Gros,CBASS__Cyclase_SMODS
PF_KPN15	NODE_1+_length_5376193_cov_1_Lamassu-Cap4_nuclease_8	Lamassu-Fam	Lamassu-Cap4_nuclease	Defense	NODE_1+_length_5376193_cov_1_1512	NODE_1+_length_5376193_cov_1_1514	NODE_1+_length_5376193_cov_1_1512,NODE_1+_length_5376193_cov_1_1514	2	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
PF_KPN15	NODE_1+_length_5376193_cov_1_AbiU_2	AbiU	AbiU	Defense	NODE_1+_length_5376193_cov_1_3288	NODE_1+_length_5376193_cov_1_3288	NODE_1+_length_5376193_cov_1_3288	1	AbiU__AbiU
PF_KPN15	NODE_1+_length_5376193_cov_1_DS-34_6	DS-34	DS-34	Defense	NODE_1+_length_5376193_cov_1_3299	NODE_1+_length_5376193_cov_1_3300	NODE_1+_length_5376193_cov_1_3299,NODE_1+_length_5376193_cov_1_3300	2	DS-34__DS-34A,DS-34__DS-34B
PF_KPN15	NODE_1+_length_5376193_cov_1_SDIC3_10	SDIC3	SDIC3	Defense	NODE_1+_length_5376193_cov_1_3978	NODE_1+_length_5376193_cov_1_3980	NODE_1+_length_5376193_cov_1_3978,NODE_1+_length_5376193_cov_1_3979,NODE_1+_length_5376193_cov_1_3980	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN15	NODE_1+_length_5376193_cov_1_RM_Type_IV_13	RM	RM_Type_IV	Defense	NODE_1+_length_5376193_cov_1_4390	NODE_1+_length_5376193_cov_1_4390	NODE_1+_length_5376193_cov_1_4390	1	RM_Type_IV__Type_IV_05
PF_KPN15	NODE_1+_length_5376193_cov_1_SDIC3_11	SDIC3	SDIC3	Defense	NODE_1+_length_5376193_cov_1_4397	NODE_1+_length_5376193_cov_1_4399	NODE_1+_length_5376193_cov_1_4397,NODE_1+_length_5376193_cov_1_4398,NODE_1+_length_5376193_cov_1_4399	3	SDIC3__SDIC3D,SDIC3__SDIC3E,SDIC3__SDIC3F
PF_KPN15	NODE_1+_length_5376193_cov_1_ardc_20	Anti_RM	ardc	Antidefense	NODE_1+_length_5376193_cov_1_4577	NODE_1+_length_5376193_cov_1_4577	NODE_1+_length_5376193_cov_1_4577	1	ardc
PF_KPN15	NODE_1+_length_5376193_cov_1_AbiE_1	AbiE	AbiE	Defense	NODE_1+_length_5376193_cov_1_4684	NODE_1+_length_5376193_cov_1_4685	NODE_1+_length_5376193_cov_1_4684,NODE_1+_length_5376193_cov_1_4685	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN15	NODE_1+_length_5376193_cov_1_apyc1_17	Anti_Pycsar	apyc1	Antidefense	NODE_1+_length_5376193_cov_1_4713	NODE_1+_length_5376193_cov_1_4713	NODE_1+_length_5376193_cov_1_4713	1	apyc1
PF_KPN15	NODE_1+_length_235159_cov_1_acrie9_14	Anti_CRISPR	acrie9	Antidefense	NODE_1+_length_235159_cov_1_241	NODE_1+_length_235159_cov_1_241	NODE_1+_length_235159_cov_1_241	1	acrie9
PF_KPN15	NODE_1+_length_235159_cov_1_Mok_Hok_Sok_12	Mok_Hok_Sok	Mok_Hok_Sok	Defense	NODE_1+_length_235159_cov_1_242	NODE_1+_length_235159_cov_1_242	NODE_1+_length_235159_cov_1_242	1	Mok_Hok_Sok__Hok
PF_KPN15	NODE_1+_length_235159_cov_1_psiab_16	Other	psiab	Antidefense	NODE_1+_length_235159_cov_1_246	NODE_1+_length_235159_cov_1_247	NODE_1+_length_235159_cov_1_246,NODE_1+_length_235159_cov_1_247	2	psia,psib
PF_KPN15	NODE_1+_length_235159_cov_1_ardb_klca_acric11_15	Anti_RM	ardb_klca_acric11	Antidefense	NODE_1+_length_235159_cov_1_257	NODE_1+_length_235159_cov_1_257	NODE_1+_length_235159_cov_1_257	1	ardb
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_Retron_VI_4	Retron	Retron_VI	Defense	NODE_edge_1+_length_5140923_cov_19_38	NODE_edge_1+_length_5140923_cov_19_39	NODE_edge_1+_length_5140923_cov_19_38,NODE_edge_1+_length_5140923_cov_19_39	2	Retron_VI__HTH,Retron__RT_Tot_10
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_CAS_Class1-Subtype-I-E_11	Cas	CAS_Class1-Subtype-I-E	Defense	NODE_edge_1+_length_5140923_cov_19_201	NODE_edge_1+_length_5140923_cov_19_209	NODE_edge_1+_length_5140923_cov_19_201,NODE_edge_1+_length_5140923_cov_19_203,NODE_edge_1+_length_5140923_cov_19_204,NODE_edge_1+_length_5140923_cov_19_205,NODE_edge_1+_length_5140923_cov_19_206,NODE_edge_1+_length_5140923_cov_19_207,NODE_edge_1+_length_5140923_cov_19_208,NODE_edge_1+_length_5140923_cov_19_209	8	cas2_I-E_2,cas3HD_I_1,cas3_I_5,cas5_I-E_3,cas6e_I_II_III_IV_V_VI_1,cas7_I-E_2,cas8e_I-E_1,cse2gr11_I-E_2
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_apyc1_14	Anti_Pycsar	apyc1	Antidefense	NODE_edge_1+_length_5140923_cov_19_1482	NODE_edge_1+_length_5140923_cov_19_1482	NODE_edge_1+_length_5140923_cov_19_1482	1	apyc1
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_AbiE_1	AbiE	AbiE	Defense	NODE_edge_1+_length_5140923_cov_19_1510	NODE_edge_1+_length_5140923_cov_19_1511	NODE_edge_1+_length_5140923_cov_19_1510,NODE_edge_1+_length_5140923_cov_19_1511	2	AbiEii__AbiEi_3,AbiEii__AbiEii
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_Retron_I_B_3	Retron	Retron_I_B	Defense	NODE_edge_1+_length_5140923_cov_19_1713	NODE_edge_1+_length_5140923_cov_19_1715	NODE_edge_1+_length_5140923_cov_19_1713,NODE_edge_1+_length_5140923_cov_19_1715	2	Retron_I_B__ATPase_TOPRIM,Retron__RT_Tot_3
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_PrrC_8	PrrC	PrrC	Defense	NODE_edge_1+_length_5140923_cov_19_1716	NODE_edge_1+_length_5140923_cov_19_1719	NODE_edge_1+_length_5140923_cov_19_1716,NODE_edge_1+_length_5140923_cov_19_1717,NODE_edge_1+_length_5140923_cov_19_1718,NODE_edge_1+_length_5140923_cov_19_1719	4	PrrC__EcoprrI,PrrC__PrrC,RM__Type_I_REases_FAM_0.einsi_trimmed,RM__Type_I_S_01
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_DS-36_2	DS-36	DS-36	Defense	NODE_edge_1+_length_5140923_cov_19_1723	NODE_edge_1+_length_5140923_cov_19_1723	NODE_edge_1+_length_5140923_cov_19_1723	1	DS-36__DS-36
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_SanaTA_6	SanaTA	SanaTA	Defense	NODE_edge_1+_length_5140923_cov_19_1733	NODE_edge_1+_length_5140923_cov_19_1734	NODE_edge_1+_length_5140923_cov_19_1733,NODE_edge_1+_length_5140923_cov_19_1734	2	SanaTA__SanaA,SanaTA__SanaT
PF_KPN16	NODE_edge_1+_length_5140923_cov_19_RM_Type_IV_10	RM	RM_Type_IV	Defense	NODE_edge_1+_length_5140923_cov_19_1743	NODE_edge_1+_length_5140923_cov_19_1743	NODE_edge_1+_length_5140923_cov_19_1743	1	RM_Type_IV__Type_IV_05
PF_KPN16	NODE_3_7+_length_190550_cov_1.20854_psiab_15	Other	psiab	Antidefense	NODE_3_7+_length_190550_cov_1.20854_47	NODE_3_7+_length_190550_cov_1.20854_47	NODE_3_7+_length_190550_cov_1.20854_47	1	psib
PF_KPN16	NODE_3_7+_length_190550_cov_1.20854_6A_MBL_7	6A_MBL	6A_MBL	Defense	NODE_3_7+_length_190550_cov_1.20854_116	NODE_3_7+_length_190550_cov_1.20854_117	NODE_3_7+_length_190550_cov_1.20854_116,NODE_3_7+_length_190550_cov_1.20854_117	2	6A_MBL__MblB,6A_MBL__cap2_3
PF_KPN17	contig_1_ardc_5	Anti_RM	ardc	Antidefense	contig_1_459	contig_1_459	contig_1_459	1	ardc
